"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014","FSS.raw.2015","FSS.raw.2016","FSS.raw.2017","FSS.raw.2018"
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000241448,NA,NA,2.79e-05,2.78e-05,0.000298043,0.000186945,NA,0.000194986,0.000182132,0.000372637,2.05e-05,0.00046025,0.00027467,0.000235245,0.000233472,0.000232233,0.000113142,0.000391076,0.000423721,0.000404459,0.000353474,0.000328751,0.000505565,0.000497833,0.045561667,0.0817924,0.108515817,0.082124281,0.068059955,0.063057132,0.061498685,0.065027896,0.072358714,0.081049566,0.092621256,0.098702123,0.099554113,0.097782095,0.101455174,0.101182632,0.097449871,0.132067761,0.18011445,0.233309038,0.228079988,0.219776543,0.212999613,0.217602781,0.218042889,0.203730707,0.204538633,0.183080591,0.166851745
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001689317,0.001679441,0.001368839,0.006986447,0.0149706,0.023670156,0.024299763,0.025705859,0.027901235,0.03020624,0.054529574,0.170889543,0.301214519,0.409678675,0.418910851,0.420506558,0.397715707,0.36389759,0.353025716,0.361368874,0.322588899,0.26477535,0.230202379,0.218417106,0.21564046,0.1901221,0.158548149,0.142957763,0.144324113
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,0.0137,0.0111,0.0076,0.0362,0.0565,0.0988,0.0964,0.109,0.122,0.126,0.1207,0.1056,0.0763,0.0572,0.0491,0.0494,0.0499,0.0447,0.0383,0.1104,0.2387,0.5862,0.6244,0.4271,0.2937,0.2805,0.2675,0.3509,0.3174,0.3586,0.3282,0.2978,0.2528,0.2216,0.1998,0.2435,0.259,0.2661,0.2233,0.2247,0.2471,0.3392,0.4008,0.4555,0.4592,0.4136,0.3906,0.3353,0.2954,0.2612,0.2579,0.3698,0.4995,0.6514,0.5689,0.4366,0.3792,0.3812,0.3883,0.3625,0.3065,0.2515
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",NA,NA,NA,NA,NA,0.000681644,0.093781872,0.112450464,0.206105752,0.187882535,0.167202522,0.145301037,0.110707095,0.125883035,0.11919935,0.123566578,0.128893779,0.130598663,0.087160608,0.090822675,0.112992452,0.123232263,0.140343449,0.14093078,0.14696473,0.123261567,0.115494007,0.13677237,0.136056743,0.11013684,0.099938405,0.10942362,0.084693893,0.083620827,0.116736586,0.14067267,0.171859227,0.226346675,0.229443973,0.292354006,0.355715631,0.404337908,0.386412279,0.383323131,0.368770282,0.42610658,0.412652717,0.447028799,0.421406593,0.458872764,0.482950375,0.535004022,0.572428598,0.611159413,0.600954829,0.607090996,0.585297267,0.59596551,0.608694981,0.635786012,0.612233216,0.616150771,0.597507241,0.594728604,0.543401466,0.506362792,0.513761465,0.517348972,0.52295622
388,"JAM","Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.0026,3e-04,NA,3e-04,0.0027,0.0034,0.0034,0.0021,5e-04,4e-04,5e-04,0.005,0.0121,0.0209,0.0213,0.0136,0.0073,0.0039,0.1309,0.2453,0.4104,0.3981,0.4383,0.4105,0.3915,0.3605,0.3664,0.356,0.3379,0.311,0.3317,0.3752,0.3865,0.4859,0.5183,0.5917,0.573,0.5983,0.5802,0.5562,0.4839,0.448,0.4004,0.3945,0.3851,0.4081,0.3864,0.3908,0.3546,0.3428,0.3305
392,"JPN","Japan",NA,NA,NA,NA,NA,NA,NA,NA,0.000268317,0.000380823,0.000392977,0.000297956,0.037127145,0.067637365,0.101921626,0.132294212,0.106713595,0.104164867,0.066694441,0.076153069,0.078925487,0.098851959,0.082430272,0.073981145,0.075366849,0.082499875,0.091946611,0.076263241,0.072996726,0.061783693,0.067637219,0.108286646,0.115480615,0.106439317,0.108905714,0.098085343,0.148098728,0.139782656,0.163543846,0.140227726,0.136430104,0.256189419,0.404254145,0.540779283,0.498414526,0.411117735,0.319353785,0.317299911,0.354191695,0.39688607,0.387302874,0.373695488,0.33666856,0.317731486,0.311246562,0.35047953,0.337491392,0.338119317,0.343393168,0.411935909,0.433926387,0.439010761,0.423643498,0.403166338,0.465252947,0.517652529,0.622457891,0.618551981,0.609175927
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0187,0.0218,0.0065,0.0176,0.0375,0.0815,0.1463,0.188,0.1532,0.1365,0.1406,0.2452,0.3375,0.4829,0.5267,0.5827,0.5831,0.5948,0.5332,0.5429,0.482,0.4036,0.3629,0.3619,0.3932,0.4258,0.4231,0.453,0.4164,0.4097,0.3414,0.2894,0.2733,0.2765,0.201,0.1514,0.1236,0.1592,0.1633,0.152,0.1779,0.196,0.2216
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047753159,0.102083886,0.155598555,0.224357675,0.30592086,0.298223738,0.256436923,0.201403838,0.241586836,0.278057247,0.093688053,0.048963388,0.034401815,0.023563887,0.011551258,0.047105702,0.003163491,0.047736152,0.036911279,0.028481523,0.017561997,0.028262898,0.015907646,0.021090945,0.01936862,0.00787169,0.004728244,0.004969335,0.002879801,0.009441365,0.017546899,0.033200447,0.029501531,0.022518212,0.02397151,0.050240218,0.05046106,0.045010155,0.037848312,0.054100659,0.107752828,0.090118906,0.091029622,0.093810973,0.067765191,0.043273157,0.053253872,0.051780005,0.068347743,0.043673025,0.049861768,0.065324993,0.06437265,0.117996369,0.141862321
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",NA,NA,NA,0.0029,0.0029,0.0027,0.0027,0.003,0.003,0.0032,0.0028,0.0025,0.0018,0.0015,0.0014,0.0014,0.0012,0.0011,0.0022,0.0025,0.003,0.0027,0.0025,0.0026,0.0025,0.0025,0.0146,0.0282,0.0258,0.015,0.0046,0.0027,0.0027,0.0023,0.0026,0.0033,0.004,0.119,0.2137,0.3058,0.2773,0.2282,0.1671,0.1168,0.1161,0.1212,0.1139,0.1113,0.1156,0.1212,0.115,0.0966,0.0885,0.0697,0.0623,0.0612,0.0605,0.0599,0.0539,0.0646,0.0758,0.2471,0.4127,0.5816,0.534,0.4901,0.4506,0.2987,0.0525
422,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0232,0.0207,0.0205,0.0243,0.0267,0.0284,0.0272,0.0283,0.0173,0.014,0.0127,0.0168,0.0462,0.0727,0.1126,0.1045,0.0939,0.0737,0.0613,0.063,0.0652,0.0703,0.0783,0.0803,0.0712,0.0676,0.0585,0.07,0.0667,0.079,0.078,0.0886,0.1115,0.1219,0.1425,0.1433,0.1511,0.1396,0.1406,0.1456,0.1434,0.1244,0.1119,0.1062,0.1154,0.1246,0.1256,0.1468,0.1816,0.2735,0.289,0.293,0.2352,0.2179,0.2218,0.2251,0.2227,0.2018
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,0.3566,0.4246,0.4172,0.386,0.3545,0.3737,0.365,0.3263,0.2955,0.2708,0.2218,0.1614,0.1459,0.1599,0.2467,0.3064,0.3617,0.3282,0.304,0.3422,0.3549,0.3366,0.2548,0.2089,0.1496,0.1075,0.0702,0.0721,0.0729,0.0699,0.0445,0.0433,0.0207,0.0163,0.0166,0.0162,0.0153,0.015,0.0141,0.0136,0.0136,0.0128,0.0121,0.0105,0.0117,0.0097,0.0083,0.0306,0.051,0.0626,0.0782,0.1705,0.2614,0.3392,0.3472,0.3661,0.4953,0.662,0.6932,0.5408,0.3438,0.2002
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,0.007,0.0079,0.0094,0.013,0.01,0.0242,0.0303,0.0377,0.0235,0.0155,0.0119,0.0182,0.0155,0.0183,0.0091,0.0083,0.0056,0.0037,0.0028,0.0023,0.0015,0.0017,0.0017,0.0015,0.0055,0.0142,0.024,0.0277,0.0269,0.0322,0.0377,0.0429,0.0438,0.0442,0.0439,0.0365,0.0308,0.0257,0.0243,0.0282,0.0318,0.0535,0.0689,0.1092,0.1157,0.1124,0.0814
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41e-05,0.000594922,0.000560568,0.000540427,0.000468755,0.022118445,0.018000685,0.019410226,0.002900785,0.010811338,0.020638085,0.031114438,0.031956,0.031901291,0.052578579,0.078714246,0.096920478,0.093545921,0.083119923,0.082717903,0.083570146,0.074839664,0.072738894,0.069636488,0.072259253,0.077902929,0.076354414,0.077347885,0.075525325,0.076614832,0.084628383,0.096116604,0.100563757,0.095247466,0.085296434,0.081928275,0.095739871,0.14119031,0.181056706,0.21612101,0.230980181,0.241024982,0.23428187,0.222829547,0.239130982,0.250104568,0.257995385,0.239270767,0.233494386
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148,0.0137,0.011,0.0074,0.0057,0.0038,0.0039,0.0016,0.0023,0.0015,0.003,0.0034,0.0082,0.0068,0.0073,0.0029,0.0027,0.0066,0.0051,0.0314,0.078,0.1381,0.1473,0.1332,0.1131,0.1287,0.1289,0.1288,0.1097,0.1076,0.1025,0.1033,0.0643,0.0368,0.0136,0.0127,0.0658,0.1261,0.2244,0.3289,0.3962,0.5057,0.5545,0.6771,0.6714,0.6643,0.5964,0.4338
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",NA,NA,NA,NA,NA,NA,0.0082,0.5264,0.7275,0.6793,0.6239,0.5682,0.5633,0.5387,0.5362,0.528,0.5277,0.5071,0.4584,0.4678,0.489,0.5416,0.5606,0.5746,0.5656,0.5438,0.5498,0.5747,0.6183,0.6276,0.6307,0.5674,0.5136,0.386,0.4001,0.4344,0.5317,0.551,0.4983,0.4034,0.3651,0.3777,0.378,0.3645,0.3448,0.3365,0.3335,0.3461,0.3772,0.4,0.434,0.3952,0.3579,0.3039,0.2743,0.2751,0.3026,0.3771,0.3721,0.2902,0.1997,0.189,0.1949,0.2017,0.162,0.1499,0.1412,0.1577,0.1889
584,"MHL","Marshall Islands",NA,NA,6e-04,0.0036,5e-04,8e-04,0.0347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,0.0015,NA,0.0019,0.0024,0.0209,0.0188,0.0277,0.0247,0.0482,0.0483,0.041,0.0406,0.0593,0.0636,0.0964,0.0539,0.049,0.0504,0.064,0.063,0.0584,0.0425,0.0236,0.0149,0.0297,0.0195,0.023,0.0429,0.0513,0.0875,0.0819,0.1736,0.2024,0.214,0.202,0.1693,0.0894,0.0529,0.0528,0.0551,0.0452,0.0221,0.2365,0.1758,0.3835,0.1684,0.0231
478,"MRT","Mauritania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033,0.0045,0.0066,0.0099,0.0101,0.0075,0.0046,0.0027,0.0041,0.0058,0.008,0.0147,0.0231,0.0367,0.0853,0.1715,0.19,0.1856,0.1172,0.1696,0.1548,0.1919,0.1718,0.1635,0.1461,0.1245,0.0816,0.0543,0.0347,0.0351,0.0357,0.0981,0.1189,0.1135,0.063,0.0643,0.0864,0.0799,0.0634,0.0434,0.038,0.0432,0.0553,0.0549,0.0736,0.0778,0.0829,0.0587,0.0784,0.1338,0.1854,0.2441,0.2104,0.2041,0.1579,0.1763
480,"MUS","Mauritius",NA,NA,NA,NA,NA,NA,NA,NA,0.1288,0.1654,0.1316,0.1061,NA,0.0947,0.1548,0.1595,0.1353,NA,0.0966,0.115,0.0886,0.077,0.0504,0.036,0.054,0.0685,0.1314,0.1022,0.1292,0.1293,0.1684,0.1814,0.2396,0.2488,0.2276,0.1461,0.1061,0.0873,0.0811,0.0852,0.0814,0.0684,0.053,0.0541,0.0534,0.0492,0.042,0.0391,0.0645,0.085,0.115,0.0997,0.0787,0.0892,0.151,0.2269,0.3037,0.3664,0.4217,0.4305,0.4787,0.5406,0.5543,0.464,0.5013,0.515,0.5183,0.5592,0.7191
484,"MEX","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088448639,0.089195532,0.066878894,0.079557562,0.079935715,0.090816942,0.094448327,0.101615012,0.099529518,0.131401019,0.131694509,0.110916126,0.098088826,0.062056924,0.066685109,0.07365051,0.171876706,0.253256197,0.247192209,0.13767305,0.072785237,0.06685137,0.062939816,0.078452367,0.108958993,0.163237872,0.168008772,0.159659669,0.145476047,0.13322375,0.159139913,0.197434062,0.282845685,0.288228321,0.299018635,0.243103053,0.160105008,0.129492165,0.150644873,0.219157002,0.254152763,0.231062905,0.193139778,0.1703,0.190633263,0.218275506,0.222577275,0.229397793,0.223544064,0.229508835,0.210319676,0.172286243,0.224871266,0.255835602,0.342573255,0.278830444,0.205321948,0.106270229,0.104515019,0.172977108
583,"FSM","Micronesia",NA,NA,0.0021,0.0089,0.0038,0.0021,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0474,0.0065,NA,NA,NA,0.0543,0.0671,0.0539,0.0437,0.0417,0.0294,0.0148,0.0085,0.0084,0.0075,0.0084,0.0063,0.021,0.0216,0.0408,0.0248,0.0406,0.0282,0.0484,0.0535,0.1094,0.1765,0.3054,0.2275,0.1132,0.0864,0.1757,0.1753,0.1568,0.0834,0.1428,0.1225,0.1345,0.0784,0.0727,0.0685,0.1133,0.1584,0.3767,0.541,0.7782,0.6701,0.7738,0.9722
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009283255,0.006326831,0.01334433,0.013440044,0.021008248,0.01788728,0.017800432,0.013874092,0.011909114,0.015997641,0.01509642,0.013304759,0.008801288,0.011404578,0.026817373,0.04869086,0.071208085,0.08490246,0.120857752,0.136250264,0.142909263,0.125429681,0.1183395,0.136604931,0.152843568,0.172045893,0.172682162,0.157186275,0.141419413,0.119072121,0.114259483,0.118477721,0.121878355,0.10867063,0.094151114,0.088740771,0.090753729,0.106911625,0.116443732,0.11474723,0.092967148,0.083633502,0.08732406,0.095002048,0.08859673,0.085572773,0.099134301,0.104620626,0.089238228,0.064378712,0.073103305,0.085980103,0.086165934,0.070837244,0.072801287,0.080047824,0.083402888,0.08474675,0.105626975
508,"MOZ","Mozambique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282,NA,NA,NA,NA,NA,NA,0.0017,0.0129,0.0011,0.0013,0.0098,3e-04,1e-04,0.0143,0.0161,NA,NA,0.0063,0.008,0.0076,0.0182,5e-04,7e-04,6e-04,8e-04,6e-04,6e-04,0.0277,0.0366,0.0344,0.0329,0.045,0.0682,0.1164,0.1543,0.1746,0.1655,0.1566,0.1513,0.1506,0.1552,0.1975,0.249,0.3001,0.2672,0.2583,0.2234,0.2245,0.1556,0.1136,0.0814,0.053,0.0298,0.0105
104,"MMR","Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1104,0.1061,0.1114,0.0852,0.1,0.1011,0.1037,0.0925,0.0794,0.0648,0.0483,0.0484,0.0356,0.0286,0.0137,0.008,0.0067,0.0093,0.0118,0.0115,0.0107,0.0064,0.0035,0.0043,0.005,0.0056,0.0072,0.008,0.0114,0.0093,0.0087,0.0062,0.0066,0.0062,0.0066,0.006,0.0057,0.0063,0.0076,0.0126,0.0251,0.0323,0.0343,0.0314,0.0372,0.0408,0.0841,0.1277,0.1811,0.1773,0.1742,0.1655,0.1643,0.1549,0.1853,0.188,0.2077,0.2024
516,"NAM","Namibia",NA,NA,NA,NA,NA,NA,0.015,NA,0.0141,0.0101,0.0101,0.0089,NA,NA,NA,NA,NA,0.0019,0.0028,0.1024,0.1997,0.3206,0.2794,0.3278,0.4485,0.4968,0.5252,0.3961,0.3617,0.279,0.3251,0.3573,0.399,0.4232,0.4526,0.4774,0.4674,0.5634,0.6731,0.9929,0.9911,0.7097,0.3932,0.2648,0.2588,0.2002,0.1491,0.1217,0.128,0.1243,0.1111,0.1282,0.1238,0.1307,0.1205,0.111,0.2397,0.4106,0.623,0.6321,0.6222,0.4258,0.2594,0.1137,0.1087,0.0927,0.0721,0.0583,0.0518
