"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019"
356,"IND","India",9.2964108431373e-07,9.55173654883642e-07,9.39067914502871e-07,9.1503522015388e-07,8.88601237434086e-07,8.58060238127045e-07,8.34716677879903e-07,8.2318789945146e-07,7.91174905173565e-07,7.52288947656046e-07,7.41093126818815e-07,7.09979598471502e-07,6.83624538002543e-07,6.56699326604169e-07,6.35013152674965e-07,6.12023340275956e-07,5.90961372103308e-07,5.78035465731571e-07,5.93462446847316e-07,5.88671865125008e-07,5.47671863375612e-07,5.46030275481487e-07,5.48484208413818e-07,5.16636999545121e-07,5.14157514499504e-07,4.90086520546253e-07,4.61263208375729e-07,4.4434858215963e-07,4.35298437906139e-07,4.22193233331623e-07
360,"IDN","Indonesia",4.89047582868312e-07,5.01028177481455e-07,5.09580181331924e-07,4.97909682337635e-07,4.72998573800191e-07,4.44930112535524e-07,4.47605148223071e-07,4.50333196901458e-07,4.56197848543956e-07,4.81002478896825e-07,4.78945912653146e-07,4.84249897898632e-07,4.73548833217101e-07,4.62415649380778e-07,4.59722246571893e-07,4.40301538226672e-07,4.27617099040971e-07,4.23211834324386e-07,4.26323763473719e-07,4.30146008246752e-07,3.98269847904188e-07,4.19797049644499e-07,4.19141670451856e-07,3.49542006248999e-07,3.39225004620118e-07,3.55635604373584e-07,3.64825392087847e-07,3.45162637062234e-07,3.462480048954e-07,3.46698733183718e-07
364,"IRN","Iran",6.88889454673578e-07,6.83350543942802e-07,6.82395253172544e-07,6.92119780971057e-07,7.6426855977214e-07,7.51614761283493e-07,7.34448567588013e-07,7.25831766861371e-07,7.48799518438773e-07,8.50512776044734e-07,8.1291497677492e-07,8.27029064416986e-07,7.85601965184162e-07,7.74892215620257e-07,7.93973221025837e-07,8.09353519470045e-07,8.25184004505123e-07,7.69807464123442e-07,7.84037559604141e-07,7.94770080705915e-07,7.76511076465229e-07,7.68378137890156e-07,8.35249229827933e-07,8.46631232388796e-07,8.4858378075459e-07,8.6449395787516e-07,7.94038023909547e-07,8.15349860097211e-07,9.15444584184974e-07,9.964579419638e-07
368,"IRQ","Iraq",1.07652461828003e-06,1.62192646025141e-06,1.53059639302558e-06,1.29418196424901e-06,1.34540969853891e-06,1.36099778651125e-06,1.16314201633044e-06,1.10042985433841e-06,8.83462204960908e-07,7.97718762818595e-07,7.09024903176679e-07,7.69864434908943e-07,8.13143433434493e-07,1.2683933870023e-06,9.38126254479568e-07,9.12632943901301e-07,8.01640090981543e-07,5.99682259062785e-07,7.12702391063899e-07,7.71054192361623e-07,7.93476284250087e-07,8.39836630345881e-07,8.32773845504083e-07,8.07866344176495e-07,8.23799241746833e-07,8.16214865457034e-07,8.50884214053915e-07,9.10182069656178e-07,9.62571251747904e-07,9.5188635174117e-07
372,"IRL","Ireland",6.52757795309864e-07,6.43325641309208e-07,6.1895918998387e-07,6.13917860670587e-07,5.97950867322897e-07,5.51729598455957e-07,5.31357343965575e-07,4.90555877776684e-07,4.64953333592502e-07,4.34831805338512e-07,4.14738274765837e-07,4.07839730334231e-07,3.82830154303776e-07,3.62597264327383e-07,3.42650575968684e-07,3.19703412330269e-07,3.03767129437309e-07,2.91080889366687e-07,2.96478474803045e-07,3.00605939123582e-07,2.90952505715815e-07,2.71025259334658e-07,2.75057627702456e-07,2.70096843402813e-07,2.45826165528834e-07,2.0394669648354e-07,2.08603318263319e-07,1.88196994815375e-07,1.67744780089631e-07,1.54948099709746e-07
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,3.78348360926419e-07,3.75916710430185e-07,3.79758594814022e-07,3.76735807143556e-07,3.59823678852162e-07,3.6252005112383e-07,3.80714506596004e-07,3.61672053470683e-07,3.74761139500482e-07,3.49838704171311e-07,3.30104135908896e-07,3.37845201820719e-07,3.25129031880179e-07,3.35450959921588e-07,3.15307960382304e-07,3.17512380526702e-07,3.1153775842064e-07,3.24490565573517e-07,2.87384264867387e-07,2.68325489048696e-07,2.80192774093616e-07,2.71236900205373e-07,2.66101225461477e-07,2.58768819038151e-07,2.54960830412832e-07
380,"ITA","Italy",2.53682264093454e-07,2.5228087316734e-07,2.47036244590406e-07,2.44745668279864e-07,2.37092089464372e-07,2.42338757407527e-07,2.38185558556332e-07,2.36141308953033e-07,2.36155876523874e-07,2.34238059555534e-07,2.28542902952744e-07,2.22504956620392e-07,2.23228821501552e-07,2.29011435270624e-07,2.27070655245224e-07,2.25200485624891e-07,2.17593367189276e-07,2.12096665291937e-07,2.07705107208689e-07,1.99680841701865e-07,1.98981169508693e-07,1.93607107900518e-07,1.88933862090901e-07,1.82036590715249e-07,1.71563121825249e-07,1.75787937675468e-07,1.71321797255179e-07,1.68305044363883e-07,1.66762940753815e-07,1.6411989133667e-07
388,"JAM","Jamaica",4.47003415805875e-07,4.39340702087221e-07,4.33036946308477e-07,4.08953038472928e-07,4.10534834703171e-07,4.41971295561344e-07,4.61300124025397e-07,4.81303353901714e-07,4.7795073736414e-07,4.84942015706544e-07,4.9798408191835e-07,4.99572941112935e-07,4.74673028904038e-07,4.79966666980822e-07,4.6724433282254e-07,4.57948984657915e-07,4.78220007771166e-07,4.38473827563429e-07,4.43857222858019e-07,3.55906519462934e-07,3.50425992742738e-07,3.66712302343779e-07,3.56774938565308e-07,3.77574113610148e-07,3.451589938665e-07,3.50761234873712e-07,3.5323144987016e-07,3.37285639044117e-07,3.38848719642059e-07,3.44546379977352e-07
392,"JPN","Japan",3.12387049167584e-07,3.05672655723689e-07,3.08529908524219e-07,3.08189631625101e-07,3.21344282247649e-07,3.20355295718839e-07,3.13128591467854e-07,3.09756064916306e-07,3.00074078661572e-07,3.0918474074291e-07,3.06678593554903e-07,3.00969070937308e-07,3.04179419125189e-07,3.04267534987338e-07,3.0187505429498e-07,2.93211597265212e-07,2.90029369791205e-07,2.88567478333406e-07,2.84458415326786e-07,2.78533849289265e-07,2.82877255926235e-07,2.86128380272977e-07,2.91976045903007e-07,2.91814457634682e-07,2.84933746422914e-07,2.72577478284606e-07,2.68416420500395e-07,2.65385943900133e-07,2.61284507970219e-07,2.54294224433109e-07
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",4.5628388484656e-07,4.4154615353099e-07,4.60352367065467e-07,4.35881316580522e-07,4.56964317977326e-07,4.34626455384374e-07,4.4149779389671e-07,4.35864273931941e-07,4.29641863069274e-07,4.17293588734133e-07,4.22154982048515e-07,4.1105244667544e-07,4.07835351820528e-07,4.03273656513869e-07,4.07184632800338e-07,4.08435579669779e-07,3.80901298494049e-07,3.6939470728885e-07,3.40686858787237e-07,3.301277662219e-07,3.1745343913158e-07,3.22323899893223e-07,3.4556814706072e-07,3.41391782900088e-07,3.57004582465489e-07,3.45158991588021e-07,3.27270547403906e-07,3.38041740689551e-07,2.79447872807729e-07,2.81718159496604e-07
398,"KAZ","Kazakhstan",1.64929438086152e-06,1.75748278785903e-06,1.90874973685247e-06,1.79827392324604e-06,1.86923487582471e-06,1.72718299176355e-06,1.4835278053806e-06,1.35552666181412e-06,1.33375802952518e-06,1.19596387173003e-06,1.14689757950625e-06,1.09997618032676e-06,1.07829541527533e-06,1.01770368705599e-06,1.08530344554449e-06,1.01376841283105e-06,1.00376577592334e-06,1.00660985437665e-06,1.0108822410318e-06,9.34730798385127e-07,9.87152132641943e-07,9.50578778822427e-07,8.6880500624112e-07,8.41926208883703e-07,7.60524064833081e-07,7.38202528466642e-07,7.53509973440948e-07,7.85885891962925e-07,8.01378801706389e-07,7.51663115953762e-07
404,"KEN","Kenya",5.66250627225909e-07,5.35792360985854e-07,5.51152826821647e-07,5.62093010914468e-07,5.55262856492942e-07,5.45517255570811e-07,5.31107463676572e-07,5.20336385588792e-07,5.3596255575064e-07,5.46128213090175e-07,5.27160196418472e-07,4.99418950705714e-07,4.96313772442154e-07,4.92716878103183e-07,4.97507554458231e-07,4.75481484669275e-07,4.52249233501598e-07,5.63167277453045e-07,5.71660424626263e-07,5.59996069846478e-07,5.20467746731076e-07,5.0925385447338e-07,4.81965965263128e-07,4.59939154961483e-07,4.52111526846583e-07,4.45044835859838e-07,4.46064873433391e-07,4.05662126243858e-07,3.94688071989338e-07,4.10899662989112e-07
296,"KIR","Kiribati",2.70586486000893e-07,2.71291350689938e-07,2.93896206769758e-07,3.15937668914982e-07,3.11262513506038e-07,3.13476763467014e-07,3.11430546792874e-07,3.08135340713575e-07,2.9179943288106e-07,2.97926783142151e-07,3.08012305235872e-07,2.94885088394147e-07,3.50145599576082e-07,3.63919555355812e-07,3.90853626267772e-07,4.32040407760582e-07,4.71792436796922e-07,4.29010338592402e-07,4.77891379394881e-07,4.20523764489514e-07,4.46437567042577e-07,4.26989120765671e-07,3.93686655499391e-07,3.80079086505448e-07,4.18619789148894e-07,3.98730407052285e-07,3.96680587294724e-07,3.95734844413534e-07,3.96182935325625e-07,4.92617630958477e-07
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,7.57517787203162e-07,8.98894135873615e-07,9.25659715156516e-07,8.55650815951576e-07,8.15928858882705e-07,8.7099174825865e-07,7.71472937175141e-07,7.92153751473544e-07,7.89485618982876e-07,8.09034730348376e-07,7.98503578565387e-07,7.43521962887773e-07,6.97832549220204e-07,6.98681439300447e-07,6.62377624531808e-07,6.22930220356061e-07,6.40392186285893e-07,7.00699818419619e-07,7.30767224589316e-07,6.69443670418132e-07,7.00039432161023e-07,6.6531282427823e-07,6.36363770248384e-07,6.61848265315946e-07,6.76209228657309e-07,7.17982536252763e-07,7.08287279542149e-07,7.09774384959882e-07
417,"KGZ","Kyrgyzstan",8.14371576433664e-07,8.51176666035662e-07,1.0491555712934e-06,1.03709581565588e-06,1.04770525915637e-06,8.89470082068973e-07,9.09349855774939e-07,8.15448145001229e-07,8.28375367862503e-07,7.17663093150684e-07,6.8340705143922e-07,6.05225091749276e-07,6.71684234994563e-07,6.65121762809869e-07,6.44518928786803e-07,6.36569290079225e-07,6.03363418351759e-07,6.17255829952538e-07,6.26230640487352e-07,5.92655913297022e-07,5.836258046278e-07,6.1108428089405e-07,7.20095411415298e-07,6.57413684188449e-07,6.67201997100725e-07,6.50451924352251e-07,6.08302153994756e-07,5.72609621680708e-07,6.36607042280735e-07,5.91680176743972e-07
418,"LAO","Laos",9.08614629769483e-07,8.64770305639241e-07,8.5939028654995e-07,8.17577760073636e-07,7.96004202299023e-07,7.67329979976168e-07,7.32138495013515e-07,7.0784880105154e-07,6.5025384391263e-07,6.03012304054614e-07,6.01784109507068e-07,5.92657621293885e-07,5.77691846373135e-07,5.58193757926592e-07,5.49592817551616e-07,5.12074561536255e-07,4.90796586913989e-07,4.77254404495517e-07,4.59289677114371e-07,4.61197723804178e-07,4.58730860506031e-07,4.19887730737834e-07,4.18048788222292e-07,4.1355736863178e-07,3.94943991032974e-07,4.90384788441383e-07,5.95775586728234e-07,6.30068181153802e-07,6.00463845902168e-07,6.94707617523913e-07
428,"LVA","Latvia",NA,NA,NA,NA,NA,5.79679767224252e-07,5.56051386673151e-07,4.90721502921696e-07,4.47762216912244e-07,3.98669360817148e-07,3.59474295042201e-07,3.57859805183503e-07,3.32057671138804e-07,3.21749091039557e-07,3.05782174693272e-07,2.87531455296712e-07,2.74201088705596e-07,2.59679140319113e-07,2.60955507249595e-07,2.89693427626794e-07,3.25832981063624e-07,2.93349044497357e-07,2.80231231520729e-07,2.72796115315218e-07,2.68498050834323e-07,2.60970399782029e-07,2.5606931549803e-07,2.45867493394935e-07,2.34865598672199e-07,2.36357706242054e-07
422,"LBN","Lebanon",4.671561944743e-07,3.26082086262116e-07,3.27370373111258e-07,3.14574185868117e-07,3.09860881617129e-07,3.19895287183214e-07,2.96721820038201e-07,3.39844375118082e-07,3.51240856795324e-07,3.5533216511019e-07,3.33197362737032e-07,3.40179725043512e-07,3.26599029185124e-07,3.56295567144164e-07,3.15946155632996e-07,2.99132875316388e-07,2.68399492253165e-07,2.31374895794851e-07,2.58505619139338e-07,2.75040599981318e-07,2.46563051647934e-07,2.49571299037056e-07,2.67054280335396e-07,2.57263136407526e-07,2.71142333508293e-07,2.88018903876006e-07,2.92163200325626e-07,3.0361370048573e-07,2.3247999664242e-07,2.54801923027445e-07
426,"LSO","Lesotho",1.53715476136281e-06,1.45755117373955e-06,1.44744251243045e-06,1.40378437651728e-06,1.33475792913803e-06,1.28024360649349e-06,1.21561618138468e-06,1.16884629108236e-06,1.13704998689598e-06,1.31854678503017e-06,1.2622071249835e-06,1.21828847035715e-06,1.16686087218978e-06,1.14149221811378e-06,1.11701632938095e-06,1.1336374377712e-06,1.07856413823281e-06,1.05988978675503e-06,9.97369049461591e-07,1.03640380067392e-06,9.93292312030031e-07,9.68578138918059e-07,9.24829187773337e-07,8.91601470830254e-07,8.72902316227537e-07,8.2420494772992e-07,7.93763964422524e-07,8.81043060002214e-07,8.97235354495131e-07,8.65418325197295e-07
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15800714976238e-07,4.1947262900063e-07,4.11165565310096e-07,6.12636312043636e-07,6.31029084698617e-07,6.44004079029972e-07,6.37995517588228e-07,5.85352974763726e-07,5.47156079265862e-07,5.72954482140424e-07,5.74508412496596e-07,5.60919673063714e-07,5.53962140886373e-07,5.0479898293145e-07,5.62545402559644e-07,5.93823233665037e-07,6.22615975672501e-07,6.0344328128263e-07,6.2266859327516e-07,6.60820360736035e-07
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02736577854993e-06,1.04782144013121e-06,1.02929256098141e-06,1.02557809967577e-06,9.91198449680207e-07,9.54904179002501e-07,8.77570937420621e-07,8.1728122606641e-07,7.22129352772047e-07,7.41955373835295e-07,7.4060556905395e-07,7.54150319525183e-07,1.15588392872899e-06,7.9061607815088e-07,8.44883372273775e-07,9.89128179679611e-07,9.51899605305001e-07,8.77727776729908e-07,8.15397794176111e-07,7.52945855402537e-07,6.50408270052007e-07
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,6.62867587808441e-07,6.56735833440428e-07,5.94533673525594e-07,5.73251392521348e-07,5.17472207073022e-07,4.51883423880134e-07,4.5083119112793e-07,4.29904311837348e-07,3.90860106428483e-07,3.77839079463943e-07,3.65287702076684e-07,3.40573284321743e-07,3.45998110946883e-07,3.33209074329385e-07,3.35641428983584e-07,3.42904043741724e-07,3.49105370624201e-07,3.42242333101378e-07,3.08351305540623e-07,3.09629243817938e-07,3.15538127768927e-07,3.0925435098016e-07,3.05115043353963e-07,2.86738068733046e-07,2.76650912796653e-07
442,"LUX","Luxembourg",4.50732164350249e-07,4.3713386997699e-07,4.30477707259794e-07,4.13911807264402e-07,3.82423395631168e-07,3.12317701576952e-07,3.09427766021495e-07,2.77930233630784e-07,2.45055444857713e-07,2.35592529340392e-07,2.30562084023059e-07,2.36292671054363e-07,2.41609122379309e-07,2.46684966912661e-07,2.68490006642796e-07,2.66343974631668e-07,2.47362595055937e-07,2.21401724855867e-07,2.2265520768689e-07,2.21294002890463e-07,2.22724703293681e-07,2.13329956814648e-07,2.10106133280846e-07,1.94430860957229e-07,1.79174914300723e-07,1.64019594204441e-07,1.53370413706208e-07,1.55123808772069e-07,1.55417913337184e-07,1.53446776271108e-07
446,"MAC","Macao",6.71943475659569e-08,6.89136887527225e-08,6.0980874211461e-08,6.3393232423444e-08,6.56055786056678e-08,6.17884117884697e-08,7.02970845215717e-08,7.46204485280572e-08,8.20770349245271e-08,8.21843028624356e-08,8.2946433979871e-08,8.38064354810306e-08,7.04926778914606e-08,6.39569021625714e-08,5.61258535275285e-08,5.51918432595478e-08,4.39814178479559e-08,3.32253112927139e-08,2.75393011313386e-08,4.24313552997451e-08,2.36693083272685e-08,2.04618420056677e-08,1.68499306530251e-08,1.42553485784407e-08,1.7942360880327e-08,3.02069913816047e-08,2.67720593553534e-08,2.62965700737574e-08,2.70037398144928e-08,3.74632151271325e-08
450,"MDG","Madagascar",1.31954972636791e-06,1.41098859802446e-06,1.40773869185037e-06,1.40116104435273e-06,1.40807200138987e-06,1.40265537208275e-06,1.38423295426686e-06,1.33283152084203e-06,1.32976484506819e-06,1.25561084065685e-06,1.19010622520121e-06,1.0747831868095e-06,1.1447352520791e-06,1.142025407046e-06,1.04713034790233e-06,1.13276377772889e-06,1.04834610789637e-06,1.0456245620363e-06,9.53665942037651e-07,1.01735886405382e-06,1.02435222771439e-06,1.00615768923991e-06,1.01099531704653e-06,9.68216876089221e-07,9.39239228609203e-07,9.17590516386847e-07,9.0622971711096e-07,8.58143694076123e-07,8.50481750279191e-07,8.13918344729497e-07
454,"MWI","Malawi",6.20120418965404e-07,5.87046307223731e-07,6.33890867667899e-07,5.86329838793754e-07,6.22366017652461e-07,5.52916306455395e-07,5.3143692577957e-07,5.17576985783504e-07,5.173061721676e-07,5.07435993986654e-07,5.18126335065755e-07,5.28630627489909e-07,5.59316153166548e-07,5.54454171802997e-07,5.31281695912464e-07,5.28682327692411e-07,5.28540765988227e-07,5.10369236298983e-07,5.10293964274175e-07,4.78260911900894e-07,4.7900452901788e-07,4.74906160213006e-07,4.80249542714073e-07,4.71898676997439e-07,4.67331876124433e-07,4.76520613702924e-07,4.79732688779757e-07,4.86692632953699e-07,5.14021605249217e-07,5.03943277629495e-07
458,"MYS","Malaysia",4.89349065388871e-07,5.11404513985745e-07,5.0279746574374e-07,5.16204537988195e-07,4.92033808797598e-07,5.30179158921117e-07,4.92663149157914e-07,4.98961851920735e-07,5.05813546191072e-07,4.66279367103006e-07,4.93873201246733e-07,5.16714285536708e-07,5.05610159213431e-07,5.47275575133544e-07,5.54959438750879e-07,5.37481987173967e-07,5.12636789731478e-07,4.94449925176913e-07,5.1142210759094e-07,5.02768522730345e-07,4.83435453774652e-07,4.62979639318628e-07,4.57102179798075e-07,4.71052937598779e-07,4.55364358166121e-07,4.26932665771414e-07,4.3136250989991e-07,4.01034857268423e-07,3.93509678910223e-07,3.86168314364658e-07
462,"MDV","Maldives",NA,NA,NA,NA,NA,1.18022999620255e-07,1.24110917826659e-07,1.2815442000539e-07,1.11273875444619e-07,1.39058091339516e-07,1.43932412918091e-07,1.53462921328956e-07,1.79073591887489e-07,1.3819282541932e-07,1.67033446016433e-07,1.76417596096433e-07,1.72831047511567e-07,1.65357801869088e-07,1.62711250784818e-07,1.83740643135973e-07,1.81157928851242e-07,1.77954904782813e-07,1.94868184655427e-07,1.79674712618189e-07,1.98330155885871e-07,1.90767340579403e-07,1.9675997123552e-07,1.90948850744463e-07,1.81366518350267e-07,1.7578917333906e-07
466,"MLI","Mali",1.45635496400043e-06,1.3001006898994e-06,1.34667931173952e-06,1.32462160440952e-06,1.30265345350497e-06,1.32035340929055e-06,1.29495963663998e-06,1.25535751865858e-06,1.24258716159655e-06,1.253925315424e-06,1.29151115256243e-06,1.09598353133146e-06,1.08708683376065e-06,1.03272588407862e-06,1.11585860240927e-06,1.08120284816528e-06,1.04350956607888e-06,1.04953216970376e-06,1.06266481831131e-06,1.01889073951828e-06,1.03782703425687e-06,1.02791097151474e-06,1.06131035683183e-06,1.08581702854491e-06,1.03299796994817e-06,1.01207380783259e-06,1.04282932206674e-06,1.0055662851149e-06,9.9554453948896e-07,9.84392329963788e-07
470,"MLT","Malta",4.34965438494022e-07,3.95109353065497e-07,3.75299567005743e-07,4.52444124948092e-07,3.88470493198775e-07,3.35860152228255e-07,3.17398774930152e-07,3.36885638634837e-07,2.85744211384174e-07,2.97219356652806e-07,2.26832085973025e-07,2.66282979394495e-07,2.43527713697701e-07,2.61375427025706e-07,2.61868818462595e-07,2.66797258778566e-07,2.53724717710378e-07,2.54832982142744e-07,2.34153082655453e-07,2.30984604296966e-07,2.2720519136252e-07,2.26334821611547e-07,2.2680086532603e-07,1.94269347796232e-07,1.81890338141819e-07,1.26819274048515e-07,1.0556726973e-07,1.08170698797474e-07,1.36719669482518e-07,1.38074599253006e-07
584,"MHL","Marshall Islands",5.13574588204491e-07,5.3667454776703e-07,4.95255696526736e-07,5.08631744285475e-07,4.80655945250201e-07,4.62363263389474e-07,5.17530633689405e-07,5.53171211984549e-07,5.79755957629641e-07,5.65123693935456e-07,6.32312274450884e-07,6.14096834176635e-07,6.29731700444187e-07,6.19468524899341e-07,6.7395171444229e-07,6.44354409643111e-07,6.86097827124238e-07,6.88895948448676e-07,7.55917918360774e-07,7.59705700042479e-07,7.38143354478914e-07,7.52721856421181e-07,7.57536397199096e-07,7.45205726914828e-07,7.74382097169573e-07,7.64473633439208e-07,7.58929596202271e-07,7.54850615169889e-07,7.50499422908855e-07,9.64045383356605e-07
478,"MRT","Mauritania",7.58291252029886e-07,7.70151367787769e-07,7.42821135154366e-07,7.21068404636029e-07,7.38318675922752e-07,6.80829624129681e-07,6.94324094626193e-07,7.59151750115606e-07,7.73247717532497e-07,7.94288540438958e-07,8.68321149355111e-07,8.89218281890092e-07,8.90898603617113e-07,8.56324740962979e-07,8.23810485434344e-07,7.79058639275331e-07,6.86649007154337e-07,7.02597252100074e-07,6.63449251805483e-07,7.06812565428231e-07,7.15004709694659e-07,6.99670637000884e-07,7.01763407122992e-07,6.7343739514693e-07,6.81008532923326e-07,6.80025939326678e-07,6.84971657129616e-07,7.06327155028083e-07,6.76162276227282e-07,6.55427349954884e-07
480,"MUS","Mauritius",2.79997628076316e-07,2.75314868999078e-07,2.8047413514897e-07,2.73921746273688e-07,2.49144206848951e-07,2.59564095394808e-07,2.57959863108095e-07,2.48576758568491e-07,2.48903366665771e-07,2.61444882613667e-07,2.63450044239569e-07,2.55387911746223e-07,2.55276768987851e-07,2.5263513836137e-07,2.44366922649722e-07,2.52107700817401e-07,2.59858695581859e-07,2.49705448035542e-07,2.41185890146565e-07,2.30589539985081e-07,2.30559995742445e-07,2.22958952568986e-07,2.18261427566646e-07,2.15262913190087e-07,2.14175186978226e-07,2.06382272694582e-07,2.0456557840868e-07,2.04057448743119e-07,1.98531148687442e-07,1.96544582220396e-07
484,"MEX","Mexico",4.03471772449345e-07,3.94585975852067e-07,3.8453337023132e-07,3.86334876399418e-07,3.84243347840182e-07,4.06185545217316e-07,3.99754149217015e-07,4.00990117454524e-07,3.97032884346846e-07,3.84675887151532e-07,3.72486149817551e-07,3.80745197996795e-07,3.82094111488777e-07,3.96897144283895e-07,3.83188714730437e-07,3.94431104141767e-07,3.90441077838509e-07,3.90674221007326e-07,4.07185625213438e-07,4.21063363558829e-07,3.98416992365147e-07,3.77011863437828e-07,3.68561377386551e-07,3.63656847678648e-07,3.50923573336793e-07,3.32867390618825e-07,3.33172311373376e-07,3.20722056738737e-07,3.1175850459924e-07,3.11151958223122e-07
583,"FSM","Micronesia",4.04978569792474e-07,3.91918542993916e-07,3.93260867451014e-07,3.6389875408878e-07,3.25748647921377e-07,4.62434653301103e-07,4.77710765146546e-07,5.29276848847186e-07,5.14607869898922e-07,5.18999857220256e-07,5.0320233538606e-07,5.32331619116662e-07,5.10960870098828e-07,5.31634708397765e-07,5.37806367827727e-07,4.69958152713245e-07,4.69624173780865e-07,5.10571435123963e-07,4.62787382974057e-07,5.65263734692553e-07,4.35805575611852e-07,4.67256873616162e-07,4.97264753108881e-07,5.51096950949482e-07,5.65013963802757e-07,5.61451459322685e-07,5.61185223283886e-07,5.49255581468781e-07,5.61847426236181e-07,7.09408809927541e-07
498,"MDA","Moldova",NA,NA,NA,NA,NA,1.00383876676651e-06,1.07378688103281e-06,7.33811817334921e-07,7.02446292327412e-07,5.91197308989998e-07,4.91423196206044e-07,4.76539042158789e-07,4.58336773829591e-07,4.51127888718132e-07,4.27170463511602e-07,4.05886475795639e-07,3.88437097538343e-07,3.73243422250277e-07,3.46959914142463e-07,3.31280597732586e-07,3.32660539477419e-07,3.21650476727597e-07,3.12942769933146e-07,2.93442709231667e-07,2.77371338668798e-07,2.76467830511205e-07,2.71832844288176e-07,2.69719339834068e-07,2.9807675425536e-07,2.74502943016496e-07
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",2.54244633228015e-06,3.12417343093861e-06,3.2756239478042e-06,3.13537079905133e-06,2.87880768633234e-06,2.80639017819524e-06,2.79011674244466e-06,2.74732679230309e-06,2.69511534767689e-06,2.66172475450043e-06,2.66117544095918e-06,2.39074566312092e-06,2.09510746048811e-06,1.94670433882606e-06,1.76549885327885e-06,1.83669936388892e-06,1.85943810777217e-06,1.97837256257277e-06,1.83675601422407e-06,2.04222676880569e-06,2.00150204095734e-06,2.20932873649962e-06,2.4900320329265e-06,2.53462365052344e-06,2.00605442566105e-06,1.78028260545711e-06,1.99340052639098e-06,2.27101619519694e-06,2.17497535455389e-06,2.47532349732251e-06
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,4.4748994836452e-07,4.32570600107838e-07,3.62451687449239e-07,4.05227555132139e-07,4.54203152696538e-07,4.62318690813104e-07,4.67255805068582e-07,4.77344310702861e-07,4.31185498822599e-07,3.91061296544152e-07,3.75448892481117e-07,4.016974520431e-07,3.34646168079621e-07,4.08620386981892e-07,4.13526588874785e-07,4.31032968806922e-07,4.31687664317835e-07,4.32881150522901e-07,4.5420734003648e-07,4.09746353590441e-07,4.08824225437895e-07,4.07146238818626e-07,4.1165393955198e-07
504,"MAR","Morocco",4.81062483404926e-07,4.62615972278258e-07,4.79141949528223e-07,4.94059233468587e-07,4.70365023968106e-07,5.00380339017889e-07,4.61516922454794e-07,4.79242603301061e-07,4.56460682072611e-07,4.66644552471052e-07,4.7181000531684e-07,4.68986877001804e-07,4.62343420243489e-07,4.34799986886178e-07,4.59365096574957e-07,4.64087838460125e-07,4.4610720785771e-07,4.44578633115744e-07,4.34697329537592e-07,4.15713833472005e-07,4.21061643273388e-07,4.08177646174475e-07,4.06155467374432e-07,3.9365737129399e-07,3.89059216480266e-07,3.81714710312126e-07,3.75389106236731e-07,3.79376576453085e-07,3.76164328333761e-07,3.87130602128222e-07
